fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6
6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,4
7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5
7.2,0.33,0.34,2,0.044,61,171,0.98947,3.25,0.53,13.3,7
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6
9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,5
6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,7
7.5,0.33,0.48,19.45,0.048,55,243,1.001,2.95,0.4,8.8,5
6.5,0.3,0.39,7.8,0.038,61,219,0.9959,3.19,0.5,9.4,5
6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,5
9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,6
7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,7
7.2,0.21,0.37,1.6,0.049,23,94,0.9924,3.16,0.48,10.9,7
7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,6
7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,6
6.7,0.24,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,6
7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,6
6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8,6
7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6
9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,7
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5
6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,6
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7
7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,5
6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,5
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6
7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5
9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,6
5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6
6.8,0.2,0.59,0.9,0.147,38,132,0.993,3.05,0.38,9.1,6
7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5
11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,6
6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6
9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,6
6.3,0.34,0.19,5.8,0.041,22,145,0.9943,3.15,0.63,9.9,5
7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,6
8.3,0.61,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2,6
6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,5
7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,6
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7
6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2,6
6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,4
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,6
12.4,0.35,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,6
6.4,0.29,0.44,3.6,0.197,75,183,0.9942,3.01,0.38,9.1,5
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6
7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,5
8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,6
7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,8
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6
6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,6
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5
8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6
9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7
7.6,0.33,0.35,6.3,0.036,12,126,0.9924,3.16,0.39,12,7
6.8,0.29,0.49,1.4,0.142,52,148,0.9937,3.08,0.49,9,6
5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,6
6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,5
7.6,0.33,0.36,2.1,0.034,26,172,0.9944,3.42,0.48,10.5,4
7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,6
7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6
7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4
8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,6
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5
6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7,7
8.1,0.67,0.55,1.8,0.117,32,141,0.9968,3.17,0.62,9.4,5
7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6
7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8
7.3,0.18,0.31,17.3,0.055,32,197,1.0002,3.13,0.46,9,6
6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,5
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6
5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,6
8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,5
7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9,5
7.2,0.25,0.19,8,0.044,51,172,0.9964,3.16,0.44,9.2,5
7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7
4.7,0.6,0.17,2.3,0.058,17,106,0.9932,3.85,0.6,12.9,6
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,5
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6
9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,5
7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,5
6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
6.2,0.36,0.27,3.2,0.032,13,73,0.98942,2.9,0.69,12.6,7
5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,7
8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,6
8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4,4
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5
8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,5
7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8
6.6,0.22,0.37,15.4,0.035,62,153,0.99845,3.02,0.4,9.3,5
8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7
6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5,6
8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5
12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6
8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,6
6.1,0.32,0.28,6.6,0.021,29,132,0.99188,3.15,0.36,11.45,7
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6
6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,6
6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,6
11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,7
6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,3
6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,6
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,5
7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5
6.5,0.58,0,2.2,0.096,3,13,0.99557,3.62,0.62,11.5,4
7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,7
7.5,0.23,0.35,17.8,0.058,128,212,1.00241,3.44,0.43,8.9,5
7.4,0.28,0.42,19.8,0.066,53,195,1,2.96,0.44,9.1,5
8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,5
6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,6
7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,4
6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6
5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5,5
7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,5
8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,5
10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,6
6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,6
6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,6
5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5
6.3,0.19,0.29,5.5,0.042,44,189,0.99304,3.19,0.47,10.3,6
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6
9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,5
7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,6
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5
6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,5
6.2,0.38,0.18,7.4,0.095,28,195,0.99773,3.53,0.71,9.2,4
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8
6.4,0.46,0.08,4.9,0.046,34,144,0.99445,3.1,0.56,10,5
7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5
8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6
6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,7
6.8,0.67,0.02,1.8,0.05,5,11,0.9962,3.48,0.52,9.5,5
7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,5
6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,6
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5
6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,6
7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,6
4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12,7
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6
7,0.24,0.18,1.3,0.046,9,62,0.994,3.38,0.47,10.1,4
9.2,0.52,1,3.4,0.61,32,69,0.9996,2.74,2,9.4,4
11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6
7.7,0.275,0.3,1,0.039,19,75,0.992,3.01,0.56,10.7,5
6.9,0.54,0.26,12.7,0.049,59,195,0.99596,3.26,0.54,10.5,6
7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5
6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,7
5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.56666667,7
9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,4
6.9,0.685,0,2.5,0.105,22,37,0.9966,3.46,0.57,10.6,6
7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,5
9.8,0.36,0.45,1.6,0.042,11,124,0.9944,2.93,0.46,10.8,5
8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6
6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,5
6.8,0.53,0.35,3.8,0.034,26,109,0.9906,3.26,0.57,12.7,8
9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6
6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7,5
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8
6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6
6.8,0.25,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2,7
9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,6
10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6
6.5,0.37,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7,7
15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6
6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,4
4.8,0.225,0.38,1.2,0.074,47,130,0.99132,3.31,0.4,10.3,6
6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,6
7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7,6
5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,7
6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4,6
6.4,0.29,0.44,3.6,0.2,75,181,0.9942,3.02,0.41,9.1,5
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6
7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6
7.3,0.49,0.32,5.2,0.043,18,104,0.9952,3.24,0.45,10.7,4
7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,5
7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,5
10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,6
5.3,0.26,0.23,5.15,0.034,48,160,0.9952,3.82,0.51,10.5,7
12.5,0.46,0.63,2,0.071,6,15,0.9988,2.99,0.87,10.2,5
8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,4
7.7,0.69,0.49,1.8,0.115,20,112,0.9968,3.21,0.71,9.3,5
6.4,0.4,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2,5
8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,6
12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,6
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5
5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7
7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6
7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6
7.1,0.2,0.41,2.1,0.054,24,166,0.9948,3.48,0.62,10.5,6
6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,5
7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,5
8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,6
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6
7.2,0.2,0.25,4.5,0.044,31,109,0.9949,3.23,0.36,9.4,5
7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,7
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7
10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,7
9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6
6.6,0.28,0.36,1.7,0.038,22,101,0.9912,3.29,0.57,11.6,6
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6
8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6
12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,5
7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,6
7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,5
6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,5
7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,5
7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5
6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7
9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,7
8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5
6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5
6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,6
7.4,0.59,0.08,4.4,0.086,6,29,0.9974,3.38,0.5,9,4
10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,5
6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,5
6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6
6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8,5
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,6
6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,5
9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6
7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,5
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6
7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,5
6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,6
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6
9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,5
7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,6
6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,5
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6
8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,6
6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5
8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,7
7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,8
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
8.2,0.4,0.48,13.7,0.042,59,169,0.9986,3.1,0.52,9.4,5
9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6,5
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,5
8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4
5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,6
9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,6
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6
7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,5
7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,5
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6
10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,5
6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6
6.1,0.16,0.29,6,0.03,29,144,0.99474,3.68,0.46,10.7,6
6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,5
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5
8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,5
11.2,0.28,0.56,1.9,0.075,17,60,0.998,3.16,0.58,9.8,6
10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7
7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,6
7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,6
9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,4
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6
6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,5
5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7
12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,6
10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7
10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,6
7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6
7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5
6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5
7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5
5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,5
8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,6
8.9,0.61,0.49,2,0.27,23,110,0.9972,3.12,1.02,9.3,5
6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,7
6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6
8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,5
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7
7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,3
5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,5
6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7
6.5,0.31,0.14,7.5,0.044,34,133,0.9955,3.22,0.5,9.5,5
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6
6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,5
5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,5
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5
7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5
6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,6
8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,6
9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,5
8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,5
6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,5
6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,4
6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,6
6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6
7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,5
4.6,0.52,0.15,2.1,0.054,8,65,0.9934,3.9,0.56,13.1,4
8.1,0.45,0.34,8.3,0.037,33,216,0.9976,3.31,0.64,9.7,5
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
8.1,0.38,0.28,2.1,0.066,13,30,0.9968,3.23,0.73,9.7,7
6.6,0.16,0.35,1.8,0.042,26,105,0.98962,3.19,0.75,12.4,7
6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,6
6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,6
